[1] 4.600000e+03 9.353234e-01 5.017215e-01 1.151818e-01 1.445909e-02 1.293663e-03
[1] 4.700000e+03 9.417666e-01 5.183603e-01 1.218602e-01 1.551661e-02 1.398862e-03
[1] 4.800000e+03 9.476185e-01 5.347321e-01 1.286997e-01 1.662153e-02 1.509881e-03
[1] 4.900000e+03 9.529263e-01 5.508197e-01 1.356950e-01 1.777444e-02 1.626886e-03
[1] 5.000000e+03 9.577344e-01 5.666081e-01 1.428404e-01 1.897589e-02 1.750043e-03
[1] 5.100000e+03 9.620845e-01 5.820836e-01 1.501303e-01 2.022640e-02 1.879517e-03
[1] 5.200000e+03 9.660157e-01 5.972348e-01 1.575588e-01 2.152643e-02 2.015471e-03
[1] 5.300000e+03 9.695642e-01 6.120516e-01 1.651199e-01 2.287641e-02 2.158068e-03
[1] 5.400000e+03 9.727638e-01 6.265256e-01 1.728077e-01 2.427675e-02 2.307470e-03
[1] 5.500000e+03 9.756458e-01 6.406499e-01 1.806161e-01 2.572779e-02 2.463838e-03
[1] 5.600000e+03 9.782391e-01 6.544190e-01 1.885390e-01 2.722985e-02 2.627331e-03
[1] 5.700000e+03 9.805703e-01 6.678289e-01 1.965702e-01 2.878321e-02 2.798108e-03
[1] 5.800000e+03 9.826640e-01 6.808765e-01 2.047035e-01 3.038812e-02 2.976324e-03
[1] 5.900000e+03 9.845426e-01 6.935602e-01 2.129329e-01 3.204478e-02 3.162137e-03
[1] 6.000000e+03 9.862268e-01 7.058793e-01 2.212520e-01 3.375335e-02 3.355698e-03
[1] 6.100000e+03 9.877354e-01 7.178342e-01 2.296548e-01 3.551398e-02 3.557162e-03
[1] 6.200000e+03 9.890856e-01 7.294260e-01 2.381351e-01 3.732676e-02 3.766677e-03
[1] 6.300000e+03 9.902931e-01 7.406569e-01 2.466869e-01 3.919176e-02 3.984394e-03
[1] 6.400000e+03 9.913721e-01 7.515298e-01 2.553042e-01 4.110900e-02 4.210460e-03
[1] 6.500000e+03 9.923356e-01 7.620483e-01 2.639809e-01 4.307849e-02 4.445020e-03
[1] 6.600000e+03 9.931953e-01 7.722165e-01 2.727113e-01 4.510018e-02 4.688218e-03
[1] 6.700000e+03 9.939619e-01 7.820393e-01 2.814894e-01 4.717401e-02 4.940196e-03
[1] 6.800000e+03 9.946450e-01 7.915220e-01 2.903096e-01 4.929988e-02 5.201092e-03
